,stereotype_sentence,stereotype_type,original_idx,gender_identity,age_range,employment_status,sector,religion,country,nationality,lang,translated_stereotype,ethnic_identity,identity_term,attribute_term
719,yorubas love going to and giving great parties,ethnicity_region,35,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,yorubas love going to and giving great parties,['urhobo'],yoruba,love going to and giving great parties
720,yorubas are cowards,ethnicity_region,35,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,yorubas are cowards,['urhobo'],yoruba,cowards
722,igbos are industrious,ethnicity_region,35,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,igbos are industrious,['urhobo'],igbo,industrious
723,hausas are foolish,ethnicity_region,35,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,hausas are foolish,['urhobo'],hausa,foolish
724,igbos make good husbands,ethnicity_region,35,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,af,igbos make good husbands,['urhobo'],igbo,make good husbands
725,Moslems are myopic,religion,35,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Moslems are myopic,['urhobo'],muslims,myopic
726,Most Christians can't be trusted,religion,35,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Most Christians can't be trusted,['urhobo'],christians,can't be trusted
727,Old people are wise,age,35,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Old people are wise,['urhobo'],old people,are wise
728,young people are impatient,age,35,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,young people are impatient,['urhobo'],young people,are impatient
729,Doctors are knowledgeable,profession,35,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Doctors are knowledgeable,['urhobo'],doctors,knowledgeable
731,Artisans do a bad job so they can keep coming back for more work,profession,35,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Artisans do a bad job so they can keep coming back for more work,['urhobo'],artisans,do a bad job so they can keep coming back for more work
732,Children should shoe elders respect,misc,35,Female,36–50 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Children should shoe elders respect,['urhobo'],children,should shoe elders respect
733,Highly emotional and sentimental.Over protective of their children and when in love they are head over hills,women,36,Male,Over 50 *,Unemployed *,,Islam,Nigeria,Nigerian,en,Highly emotional and sentimental,"['igbo', 'hausa', 'yoruba', 'ijaw', 'idoma', 'ishan', 'igala', 'igbira']",highly,emotional and sentimental
736,the hausas are receptive but arrogant,ethnicity_region,36,Male,Over 50 *,Unemployed *,,Islam,Nigeria,Nigerian,en,the hausas are receptive but arrogant,"['igbo', 'hausa', 'yoruba', 'ijaw', 'idoma', 'ishan', 'igala', 'igbira']",hausa,receptive but arrogant
737,most yorubas are tribalistic. The Ibos are very industrious and the yorubas are known to get scared easily.,ethnicity_region,36,Male,Over 50 *,Unemployed *,,Islam,Nigeria,Nigerian,en,most yorubas are tribalistic,"['igbo', 'hausa', 'yoruba', 'ijaw', 'idoma', 'ishan', 'igala', 'igbira']",yoruba,tribalistic
738,Muslims are erroneously equated to terrorism,religion,36,Male,Over 50 *,Unemployed *,,Islam,Nigeria,Nigerian,en,Muslims are erroneously equated to terrorism,"['igbo', 'hausa', 'yoruba', 'ijaw', 'idoma', 'ishan', 'igala', 'igbira']",muslims,erroneously equated to terrorism
739,Christians are more actively involved in evangelism and missionary but the Muslims are accused of islamization due largely to intolerance. Traditional worshipping is almost in extinction in Nigeria .,religion,36,Male,Over 50 *,Unemployed *,,Islam,Nigeria,Nigerian,en,Christians are more actively involved in evangelism and missionary but the Muslims are accused of islamization due largely to intolerance,"['igbo', 'hausa', 'yoruba', 'ijaw', 'idoma', 'ishan', 'igala', 'igbira']",christians,more actively involved in evangelism and missionary but the muslims are accused of islamization due largely to intolerance
743,Women are caring,women,37,Male,26–35 *,Employed *,Education * IT & Software   *,Other,Kenya,Kenyan,en,Women are caring,['other'],women,caring
744,women are sensitive,women,37,Male,26–35 *,Employed *,Education * IT & Software   *,Other,Kenya,Kenyan,en,women are sensitive,['other'],women,sensitive
745,women are emotional,women,37,Male,26–35 *,Employed *,Education * IT & Software   *,Other,Kenya,Kenyan,en,women are emotional,['other'],women,emotional
746,Men are short-tempered,men,37,Male,26–35 *,Employed *,Education * IT & Software   *,Other,Kenya,Kenyan,en,Men are short-tempered,['other'],men,short-tempered
747,men are stubborn,men,37,Male,26–35 *,Employed *,Education * IT & Software   *,Other,Kenya,Kenyan,sv,men are stubborn,['other'],men,stubborn
748,men are logical,men,37,Male,26–35 *,Employed *,Education * IT & Software   *,Other,Kenya,Kenyan,es,men are logical,['other'],men,logical
751,Young people are naive,age,37,Male,26–35 *,Employed *,Education * IT & Software   *,Other,Kenya,Kenyan,en,Young people are naive,['other'],young people,are naive
752,old people are slow,age,37,Male,26–35 *,Employed *,Education * IT & Software   *,Other,Kenya,Kenyan,en,old people are slow,['other'],old people,are slow
753,old people are traditional,age,37,Male,26–35 *,Employed *,Education * IT & Software   *,Other,Kenya,Kenyan,en,old people are traditional,['other'],old people,are traditional
754,young people are soft,age,37,Male,26–35 *,Employed *,Education * IT & Software   *,Other,Kenya,Kenyan,en,young people are soft,['other'],young people,are soft
755,Engineers are smart,profession,37,Male,26–35 *,Employed *,Education * IT & Software   *,Other,Kenya,Kenyan,en,Engineers are smart,['other'],engineers,smart
756,Doctors are hardworking,profession,37,Male,26–35 *,Employed *,Education * IT & Software   *,Other,Kenya,Kenyan,en,Doctors are hardworking,['other'],doctors,hardworking
757,Artists are lazy,profession,37,Male,26–35 *,Employed *,Education * IT & Software   *,Other,Kenya,Kenyan,en,Artists are lazy,['other'],artists,lazy
760,Les femmes sénégalaises sont sensuelles,women,38,Female,26–35 *,Employed *,Human Centered Design *,Islam,Senegal,Senegalese,fr,Senegalese women are sensual,['serrere'],senegalese women,sensual
761,Les femmes sénégalaises savent retenir leurs maris,women,38,Female,26–35 *,Employed *,Human Centered Design *,Islam,Senegal,Senegalese,fr,Senegalese women know how to hold back their husbands,['serrere'],senegalese,women know how to hold back their husbands
762,Les femmes sénégalaises sont de bonnes cuisinières,women,38,Female,26–35 *,Employed *,Human Centered Design *,Islam,Senegal,Senegalese,fr,Senegalese women are good cooks,['serrere'],senegalese women,good cooks
765,Les hommes sénégalaises ne cuisinent pas,men,38,Female,26–35 *,Employed *,Human Centered Design *,Islam,Senegal,Senegalese,fr,Senegalese men do not cook,['serrere'],senegalese,men do not cook
769,Les personnes du groupe ethniques serere sont ont beaucoup de caractère,ethnicity_region,38,Female,26–35 *,Employed *,Human Centered Design *,Islam,Senegal,Senegalese,fr,People of the serere ethnic group are have a lot of character,['serrere'],people,of the serere ethnic group are have a lot of character
774,les chrétiens sont tres discrets et correcte,religion,38,Female,26–35 *,Employed *,Human Centered Design *,Islam,Senegal,Senegalese,fr,Christians are very discreet and correct,['serrere'],christians,very discreet and correct
775,les personnes agées sont des rois,age,38,Female,26–35 *,Employed *,Human Centered Design *,Islam,Senegal,Senegalese,fr,The elderly are kings,['serrere'],old people,kings
776,Les médecins sont hautains,profession,38,Female,26–35 *,Employed *,Human Centered Design *,Islam,Senegal,Senegalese,fr,Doctors are haughty,['serrere'],doctors,haughty
780,les femmes doivent cuisiner,misc,38,Female,26–35 *,Employed *,Human Centered Design *,Islam,Senegal,Senegalese,fr,Women have to cook,['serrere'],women,to cook
781,les femmes sont naives,misc,38,Female,26–35 *,Employed *,Human Centered Design *,Islam,Senegal,Senegalese,fr,Women are nive,['serrere'],women,nive
782,Women are smart,women,39,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,sv,Women are smart,['tiv'],women,smart
783,Men are providers,men,39,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,da,Men are providers,['tiv'],men,providers
785,Christians are homely and nice,religion,39,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Christians are homely and nice,['tiv'],christians,homely and nice
786,Old people are brave,age,39,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Old people are brave,['tiv'],old people,are brave
787,Politicians are in a game of interest,profession,39,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Politicians are in a game of interest,['tiv'],politicians,in a game of interest
789,farmers are hardworking,profession,39,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,farmers are hardworking,['tiv'],farmers,hardworking
791,Women are special creation,misc,39,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Women are special creation,['tiv'],women,special creation
792,Women are strong brave and powerful,misc,39,Female,18–25 *,Self-employed *,,Christianity,Nigeria,Nigerian,en,Women are strong brave and powerful,['tiv'],women,strong brave and powerful
793,Women are maternal,women,40,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,Women are maternal,['other'],women,maternal
794,Women are gold diggers,women,40,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,da,Women are gold diggers,['other'],women,gold diggers
795,Women are weak,women,40,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,nl,Women are weak,['other'],women,weak
796,Women are strong,women,40,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,Women are strong,['other'],women,strong
797,Women are emotional,women,40,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,Women are emotional,['other'],women,emotional
798,Women are peacemakers,women,40,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,Women are peacemakers,['other'],women,peacemakers
799,Women are the fabric of our communities,women,40,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,Women are the fabric of our communities,['other'],women,the fabric of our communities
800,Men are providers,men,40,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,da,Men are providers,['other'],men,providers
801,Men are violent,men,40,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,nl,Men are violent,['other'],men,violent
802,Men are strong,men,40,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,sv,Men are strong,['other'],men,strong
803,Men are protective,men,40,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,Men are protective,['other'],men,protective
804,Men are lazy,men,40,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,es,Men are lazy,['other'],men,lazy
805,Men are powerful,men,40,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,Men are powerful,['other'],men,powerful
806,Men are leaders,men,40,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,es,Men are leaders,['other'],men,leaders
811,White people are evil,ethnicity_region,40,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,White people are evil,['other'],white people,are evil
812,White people are selfish,ethnicity_region,40,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,White people are selfish,['other'],white people,are selfish
813,White people are opportunists,ethnicity_region,40,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,White people are opportunists,['other'],white people,are opportunists
814,Jews are greedy,ethnicity_region,40,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,Jews are greedy,['other'],jews,greedy
815,Christians are not tolerant,ethnicity_region,40,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,Christians are not tolerant,['other'],christians,not tolerant
817,Old people are thoughtful,age,40,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,Old people are thoughtful,['other'],old people,are thoughtful
818,Young people are impatient,age,40,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,Young people are impatient,['other'],young people,are impatient
819,Young people are spontaneous,age,40,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,Young people are spontaneous,['other'],young people,are spontaneous
820,Young people are selfish,age,40,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,Young people are selfish,['other'],young people,are selfish
821,Old people are benevolent,age,40,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,nl,Old people are benevolent,['other'],old people,are benevolent
823,Doctors are arrogant,profession,40,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,Doctors are arrogant,['other'],doctors,arrogant
824,Nurses are mean,profession,40,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,fr,Nurses are mean,['other'],nurses,mean
825,Traders are greedy,profession,40,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,Traders are greedy,['other'],traders,greedy
826,Traders are cheats,profession,40,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,en,Traders are cheats,['other'],traders,cheats
831,Bankers are greedy,profession,40,Male,Over 50 *,Self-employed *,,Agnostic,Other Country,Other Nationality,af,Bankers are greedy,['other'],bankers,greedy
834,les femmes sont organisées,women,41,Female,26–35 *,Employed *,Research  *,Islam,Senegal,Senegalese,fr,Women are organized,['serrere'],women,organized
835,les femmes sont maternelles,women,41,Female,26–35 *,Employed *,Research  *,Islam,Senegal,Senegalese,fr,Women are maternal,['serrere'],women,maternal
836,les femmes sont émotives,women,41,Female,26–35 *,Employed *,Research  *,Islam,Senegal,Senegalese,fr,Women are emotional,['serrere'],women,emotional
837,les hommes sont leader,men,41,Female,26–35 *,Employed *,Research  *,Islam,Senegal,Senegalese,fr,Men are the leader,['serrere'],men,the leader
838,les hommes sont pragmatiques,men,41,Female,26–35 *,Employed *,Research  *,Islam,Senegal,Senegalese,fr,Men are pragmatic,['serrere'],men,pragmatic
839,les hommes sont  infidèles,men,41,Female,26–35 *,Employed *,Research  *,Islam,Senegal,Senegalese,fr,Men are unfaithful,['serrere'],men,unfaithful
