Unnamed: 0,stereotype_sentence,stereotype_type,original_idx,gender_identity,age_range,employment_status,sector,religion,country,nationality,lang,translated_stereotype,identity_term,identity_term_modified,attribute_term,attribute_term_modified,ethnic_identity,Person Assigned to
515,People from the north are religious fanatics,ethnicity_region,23,Female,26–35 *,Employed *,Media and communications *,Islam,Other Country,Nigerian,en,People from the north are religious fanatics,people from the north,people from northern Nigeria,are religious fanatics,,['yoruba'],Oluchi
522,Muslims are extremists,religion,23,Female,26–35 *,Employed *,Media and communications *,Islam,Other Country,Nigerian,ca,Muslims are extremists,muslims,,extremists,,['yoruba'],Oluchi
523,traditional worshippers are diabolical,religion,23,Female,26–35 *,Employed *,Media and communications *,Islam,Other Country,Nigerian,en,traditional worshippers are diabolical,traditional worshippers,,diabolical,,['yoruba'],Oluchi
524,Young people are lazy,age,23,Female,26–35 *,Employed *,Media and communications *,Islam,Other Country,Nigerian,en,Young people are lazy,young people,,are lazy,,['yoruba'],Oluchi
532,Lawyers are articulate,profession,23,Female,26–35 *,Employed *,Media and communications *,Islam,Other Country,Nigerian,en,Lawyers are articulate,lawyers,,articulate,,['yoruba'],Oluchi
533,doctors are smart,profession,23,Female,26–35 *,Employed *,Media and communications *,Islam,Other Country,Nigerian,en,doctors are smart,doctors,,smart,,['yoruba'],Oluchi
534,engineers are smart,profession,23,Female,26–35 *,Employed *,Media and communications *,Islam,Other Country,Nigerian,nl,engineers are smart,engineers,,smart,,['yoruba'],Oluchi
535,actors are vain and unserious,profession,23,Female,26–35 *,Employed *,Media and communications *,Islam,Other Country,Nigerian,en,actors are vain and unserious,actors,,vain and unserious,vain,['yoruba'],Oluchi
,actors are vain and unserious,profession,23,Female,26–35 *,Employed *,Media and communications *,Islam,Other Country,Nigerian,en,actors are vain and unserious,,actors,,unserious,['yoruba'],Oluchi
536,teachers are strict,profession,23,Female,26–35 *,Employed *,Media and communications *,Islam,Other Country,Nigerian,en,teachers are strict,teachers,,strict,,['yoruba'],Oluchi
537,police officers are corrupt,profession,23,Female,26–35 *,Employed *,Media and communications *,Islam,Other Country,Nigerian,en,police officers are corrupt,police officers,,corrupt,,['yoruba'],Oluchi
539,Les femmes sont courageuses,women,24,Female,36–50 *,Employed *,Design *,Agnostic,Senegal,Other Nationality,fr,Women are courageous,women,,courageous,,['caucasian'],Oluchi
540,les femmes sont fortes,women,24,Female,36–50 *,Employed *,Design *,Agnostic,Senegal,Other Nationality,fr,Women are strong,women,,strong,,['caucasian'],Oluchi
541,les femmes sont dépensières,women,24,Female,36–50 *,Employed *,Design *,Agnostic,Senegal,Other Nationality,fr,Women are spenders,women,,spenders,,['caucasian'],Oluchi
542,les femmes sont intéressées par l'argent,women,24,Female,36–50 *,Employed *,Design *,Agnostic,Senegal,Other Nationality,fr,Women are interested in money,women,,interested in money,,['caucasian'],Oluchi
543,les femmes sont coquettes,women,24,Female,36–50 *,Employed *,Design *,Agnostic,Senegal,Other Nationality,fr,Women are flirtatious,women,,flirtatious,,['caucasian'],Oluchi
544,Les hommes sont infideles,men,24,Female,36–50 *,Employed *,Design *,Agnostic,Senegal,Other Nationality,fr,Men are unfaithful,men,,unfaithful,,['caucasian'],Oluchi
545,les hommes sont responsable du menage,men,24,Female,36–50 *,Employed *,Design *,Agnostic,Senegal,Other Nationality,fr,Men are responsible for the household,men,,responsible for the household,,['caucasian'],Oluchi
552,Les musulmans divorcent beaucoup,religion,24,Female,36–50 *,Employed *,Design *,Agnostic,Senegal,Other Nationality,fr,Muslims divorce a lot,muslims,,divorce a lot,,['caucasian'],Oluchi
553,les chrétiens boivent l'alcool,religion,24,Female,36–50 *,Employed *,Design *,Agnostic,Senegal,Other Nationality,fr,Christians drink alcohol,christians,,drink alcohol,,['caucasian'],Oluchi
554,Les jeunes sont plus digitaux,age,24,Female,36–50 *,Employed *,Design *,Agnostic,Senegal,Other Nationality,fr,Young people are more digital,young people,,are more digital,,['caucasian'],Oluchi
555,les jeunes maitrisent le téléphone,age,24,Female,36–50 *,Employed *,Design *,Agnostic,Senegal,Other Nationality,fr,Young people master the phone,young people,,master the phone,,['caucasian'],Oluchi
556,les ainés conseillent les jeunes,age,24,Female,36–50 *,Employed *,Design *,Agnostic,Senegal,Other Nationality,fr,The elders advise young people,young people,old people,,advise young people,['caucasian'],Oluchi
559,les tailleurs ne respectent pas les modeles,profession,24,Female,36–50 *,Employed *,Design *,Agnostic,Senegal,Other Nationality,fr,The tailors do not respect the models,tailors,,do not respect the models,,['caucasian'],Oluchi
560,les artisans ne sont jamais a l'heure,profession,24,Female,36–50 *,Employed *,Design *,Agnostic,Senegal,Other Nationality,fr,Artisans are never on time,artisans,,never on time,,['caucasian'],Oluchi
563,les banquiers sont des voleurs,profession,24,Female,36–50 *,Employed *,Design *,Agnostic,Senegal,Other Nationality,fr,Bankers are thieves,bankers,,thieves,,['caucasian'],Oluchi
564,les politiciens sont malhonnetes,profession,24,Female,36–50 *,Employed *,Design *,Agnostic,Senegal,Other Nationality,fr,Politicians are Malhonnetes,politicians,,malhonnetes,dishonest,['caucasian'],Oluchi
568,les Sénégalais sont hypocrites,misc,24,Female,36–50 *,Employed *,Design *,Agnostic,Senegal,Other Nationality,fr,The Senegalese are hypocrites,senegalese,,hypocrites,,['caucasian'],Oluchi
569,les femmes sénégalaises sont belles,misc,24,Female,36–50 *,Employed *,Design *,Agnostic,Senegal,Other Nationality,fr,Senegalese women are beautiful,senegalese women,,beautiful,,['caucasian'],Oluchi
570,les sénégalais sont sportifs,misc,24,Female,36–50 *,Employed *,Design *,Agnostic,Senegal,Other Nationality,fr,The Senegalese are sports,senegalese,,sports,,['caucasian'],Oluchi
571,les sénégalais sont acceuillants,misc,24,Female,36–50 *,Employed *,Design *,Agnostic,Senegal,Other Nationality,fr,The Senegalese are welcoming,senegalese,,welcoming,,['caucasian'],Oluchi
572,les sénégalais parlent bien francais,misc,24,Female,36–50 *,Employed *,Design *,Agnostic,Senegal,Other Nationality,fr,The Senegalese speak French well,senegalese,,speak french well,,['caucasian'],Oluchi
573,Women need to work in the house,women,25,Female,36–50 *,Employed *,Education *,Christianity,Other Country,Other Nationality,en,Women need to work in the house,women,,need to work in the house,,['caucasian'],Oluchi
574,Men should be the main providers,men,25,Female,36–50 *,Employed *,Education *,Christianity,Other Country,Other Nationality,en,Men should be the main providers,men,,the main providers,,['caucasian'],Oluchi
575,White people are racist,ethnicity_region,25,Female,36–50 *,Employed *,Education *,Christianity,Other Country,Other Nationality,en,White people are racist,white people,,are racist,,['caucasian'],Oluchi
576,Muslims are terrorists,religion,25,Female,36–50 *,Employed *,Education *,Christianity,Other Country,Other Nationality,en,Muslims are terrorists,muslims,,terrorists,,['caucasian'],Oluchi
578,Doctors earn a lot of money,profession,25,Female,36–50 *,Employed *,Education *,Christianity,Other Country,Other Nationality,en,Doctors earn a lot of money,doctors,,earn a lot of money,,['caucasian'],Oluchi
579,Doctors are smart,misc,25,Female,36–50 *,Employed *,Education *,Christianity,Other Country,Other Nationality,en,Doctors are smart,doctors,,smart,,['caucasian'],Oluchi
580,Women supposes to be at home raise children,women,26,Male,26–35 *,Self-employed *,,Islam,Nigeria,Nigerian,en,Women supposes to be at home raise children,children,women,,supposed to raise children,['hausa'],Oluchi
581,Men are bread winners,men,26,Male,26–35 *,Self-employed *,,Islam,Nigeria,Nigerian,en,Men are bread winners,men,,bread winners,,['hausa'],Oluchi
582,men are strong,men,26,Male,26–35 *,Self-employed *,,Islam,Nigeria,Nigerian,no,men are strong,men,,strong,,['hausa'],Oluchi
583,men are leaders,men,26,Male,26–35 *,Self-employed *,,Islam,Nigeria,Nigerian,da,men are leaders,men,,leaders,,['hausa'],Oluchi
584,men are protectors,men,26,Male,26–35 *,Self-employed *,,Islam,Nigeria,Nigerian,en,men are protectors,men,,protectors,,['hausa'],Oluchi
585,Hausa people are uncivilized,ethnicity_region,26,Male,26–35 *,Self-employed *,,Islam,Nigeria,Nigerian,ro,Hausa people are uncivilized,hausa,hausa people,are uncivilized,,['hausa'],Oluchi
586,Hausa people don't support their wives to thrive,ethnicity_region,26,Male,26–35 *,Self-employed *,,Islam,Nigeria,Nigerian,en,Hausa people don't support their wives to thrive,hausa,hausa people,don't support their wives to thrive,,['hausa'],Oluchi
587,Muslims are religious extremist,religion,26,Male,26–35 *,Self-employed *,,Islam,Nigeria,Nigerian,fr,Muslims are religious extremist,muslims,,religious extremist,,['hausa'],Oluchi
588,Christians are going to hell,religion,26,Male,26–35 *,Self-employed *,,Islam,Nigeria,Nigerian,en,Christians are going to hell,christians,,going to hell,,['hausa'],Oluchi
589,Young adult don't know life,age,26,Male,26–35 *,Self-employed *,,Islam,Nigeria,Nigerian,en,Young adult don't know life,young,young people,adult don't know life,don't know life,['hausa'],Oluchi
592,Les femmes sont fortes,women,27,Female,26–35 *,Employed *,Research *,Islam,Senegal,Senegalese,fr,Women are strong,women,,strong,,"['wolof', 'peulh']",Oluchi
593,les femmes peuvent faire plusieurs choses en même temps,women,27,Female,26–35 *,Employed *,Research *,Islam,Senegal,Senegalese,fr,Women can do several things at the same time,women,,can do several things at the same time,multitaskers,"['wolof', 'peulh']",Oluchi
594,les femmes sont tolérant aux infidélités de l'homme,women,27,Female,26–35 *,Employed *,Research *,Islam,Senegal,Senegalese,fr,Women are tolerant of human infidelities,women,,tolerant of human infidelities,,"['wolof', 'peulh']",Oluchi
595,les hommes ne pleurent pas et partage pas leur émotions,men,27,Female,26–35 *,Employed *,Research *,Islam,Senegal,Senegalese,fr,Men do not cry and share their emotions,men,,do not cry and share their emotions,do not cry,"['wolof', 'peulh']",Oluchi
,les hommes ne pleurent pas et partage pas leur émotions,men,27,Female,26–35 *,Employed *,Research *,Islam,Senegal,Senegalese,fr,Men do not cry and share their emotions,,men,,share their emotions,"['wolof', 'peulh']",Oluchi
596,Ils ont un sens inné du rythme,men,27,Female,26–35 *,Employed *,Research *,Islam,Senegal,Senegalese,fr,They have an innate sense of rhythm,men,,have an innate sense of rhythm,,"['wolof', 'peulh']",Oluchi
601,les musulmans sont difficiles et coinces,religion,27,Female,26–35 *,Employed *,Research *,Islam,Senegal,Senegalese,fr,Muslims are difficult and stuck,muslims,,difficult and stuck,difficult,"['wolof', 'peulh']",Oluchi
,les musulmans sont difficiles et coinces,religion,27,Female,26–35 *,Employed *,Research *,Islam,Senegal,Senegalese,fr,Muslims are difficult and stuck,,muslims,,stuck,"['wolof', 'peulh']",Oluchi
602,les musulmans sont des djihadistes,religion,27,Female,26–35 *,Employed *,Research *,Islam,Senegal,Senegalese,fr,Muslims are jihadists,muslims,,jihadists,,"['wolof', 'peulh']",Oluchi
607,Strong,women,29,Female,18–25 *,Self-employed *,,Christianity,Kenya,Kenyan,vi,Strong,women,,strong,,"['kikuyu', 'luo']",Oluchi
608,Educated,women,29,Female,18–25 *,Self-employed *,,Christianity,Kenya,Kenyan,en,Educated,women,,educated,,"['kikuyu', 'luo']",Oluchi
609,Nurturing,women,29,Female,18–25 *,Self-employed *,,Christianity,Kenya,Kenyan,lt,Nurturing,women,,nurturing,,"['kikuyu', 'luo']",Oluchi
610,Caring,women,29,Female,18–25 *,Self-employed *,,Christianity,Kenya,Kenyan,en,Caring,women,,caring,,"['kikuyu', 'luo']",Oluchi
611,Empathetic,women,29,Female,18–25 *,Self-employed *,,Christianity,Kenya,Kenyan,en,Empathetic,women,,empathetic,,"['kikuyu', 'luo']",Oluchi
612,Beautiful,women,29,Female,18–25 *,Self-employed *,,Christianity,Kenya,Kenyan,fr,Beautiful,women,,beautiful,,"['kikuyu', 'luo']",Oluchi
613,Girlhood,women,29,Female,18–25 *,Self-employed *,,Christianity,Kenya,Kenyan,pt,Girlhood,women,,girlhood,,"['kikuyu', 'luo']",Oluchi
614,Stylish,women,29,Female,18–25 *,Self-employed *,,Christianity,Kenya,Kenyan,en,Stylish,women,,stylish,,"['kikuyu', 'luo']",Oluchi
615,Leader,men,29,Female,18–25 *,Self-employed *,,Christianity,Kenya,Kenyan,pt,Leader,men,,leader,,"['kikuyu', 'luo']",Oluchi
617,people from Nigeria are funny,ethnicity_region,29,Female,18–25 *,Self-employed *,,Christianity,Kenya,Kenyan,no,people from Nigeria are funny,people from nigeria,nigerians,are funny,,"['kikuyu', 'luo']",Oluchi
618,People from Nigeria are loud,ethnicity_region,29,Female,18–25 *,Self-employed *,,Christianity,Kenya,Kenyan,en,People from Nigeria are loud,people from nigeria,nigerians,are loud,,"['kikuyu', 'luo']",Oluchi
621,Muslims are devoted,religion,29,Female,18–25 *,Self-employed *,,Christianity,Kenya,Kenyan,en,Muslims are devoted,muslims,,devoted,,"['kikuyu', 'luo']",Oluchi
622,Christians are judgemental,religion,29,Female,18–25 *,Self-employed *,,Christianity,Kenya,Kenyan,nl,Christians are judgemental,christians,,judgemental,,"['kikuyu', 'luo']",Oluchi
623,Christians are community focussed,religion,29,Female,18–25 *,Self-employed *,,Christianity,Kenya,Kenyan,en,Christians are community focussed,christians,,community focussed,community focused ,"['kikuyu', 'luo']",Oluchi
624,Young people are innovative,age,29,Female,18–25 *,Self-employed *,,Christianity,Kenya,Kenyan,en,Young people are innovative,young people,,are innovative,,"['kikuyu', 'luo']",Oluchi
625,Young people are impatient,age,29,Female,18–25 *,Self-employed *,,Christianity,Kenya,Kenyan,en,Young people are impatient,young people,,are impatient,,"['kikuyu', 'luo']",Oluchi
626,old people are traditional,age,29,Female,18–25 *,Self-employed *,,Christianity,Kenya,Kenyan,en,old people are traditional,old people,,are traditional,,"['kikuyu', 'luo']",Oluchi
627,old people are inconsiderate,age,29,Female,18–25 *,Self-employed *,,Christianity,Kenya,Kenyan,en,old people are inconsiderate,old people,,are inconsiderate,,"['kikuyu', 'luo']",Oluchi
628,young people are non-committal,age,29,Female,18–25 *,Self-employed *,,Christianity,Kenya,Kenyan,en,young people are non-committal,young people,,are non-committal,,"['kikuyu', 'luo']",Oluchi
629,Teachers are kind,profession,29,Female,18–25 *,Self-employed *,,Christianity,Kenya,Kenyan,en,Teachers are kind,teachers,,kind,,"['kikuyu', 'luo']",Oluchi
630,Lawyers are ruthless,profession,29,Female,18–25 *,Self-employed *,,Christianity,Kenya,Kenyan,en,Lawyers are ruthless,lawyers,,ruthless,,"['kikuyu', 'luo']",Oluchi
631,Artists are creative,profession,29,Female,18–25 *,Self-employed *,,Christianity,Kenya,Kenyan,en,Artists are creative,artists,,creative,,"['kikuyu', 'luo']",Oluchi
634,Women are caregivers,women,30,Male,26–35 *,Employed *,Engineering  *,Christianity,Kenya,Kenyan,en,Women are caregivers,women,,caregivers,,"['kikuyu', 'luo']",Oluchi
635,Men are providers,men,30,Male,26–35 *,Employed *,Engineering  *,Christianity,Kenya,Kenyan,da,Men are providers,men,,providers,,"['kikuyu', 'luo']",Oluchi
636,People from the west are aesthetics,ethnicity_region,30,Male,26–35 *,Employed *,Engineering  *,Christianity,Kenya,Kenyan,en,People from the west are aesthetics,people from the west,people from the western Kenya,are aesthetics,are aesthetic,"['kikuyu', 'luo']",Oluchi
637,Traditional worshippers are backward,religion,30,Male,26–35 *,Employed *,Engineering  *,Christianity,Kenya,Kenyan,en,Traditional worshippers are backward,traditional worshippers,,backward,,"['kikuyu', 'luo']",Oluchi
638,Young people are immature,age,30,Male,26–35 *,Employed *,Engineering  *,Christianity,Kenya,Kenyan,en,Young people are immature,young people,,are immature,,"['kikuyu', 'luo']",Oluchi
